"Gene stable ID","Strand","Gene end (bp)","Gene start (bp)","Chromosome/scaffold name","Gene name"
"ENSG00000107186",-1,13279590,13105704,"9","MPDZ"
"ENSG00000277104",1,37484368,37411498,"CHR_HSCHR17_7_CTG4","TADA2A"
"ENSG00000173531",-1,49689501,49683947,"3","MST1"
"ENSG00000179600",-1,63318935,63312835,"14","GPHB5"
"ENSG00000186806",-1,51342124,51331536,"19","VSIG10L"
"ENSG00000204571",-1,71603353,71579714,"11","KRTAP5-11"
"ENSG00000278299",-1,38068592,38057693,"17","TBC1D3C"
"ENSG00000235960",1,30163004,30153514,"CHR_HSCHR6_MHC_DBB_CTG1","TRIM15"
"ENSG00000077420",1,26567803,26438341,"10","APBB1IP"
"ENSG00000236979",-1,31632433,31628343,"CHR_HSCHR6_MHC_MANN_CTG1","NCR3"
"ENSG00000125492",1,132590252,132582606,"9","BARHL1"
"ENSG00000139211",-1,47079951,47075707,"12","AMIGO2"
"ENSG00000183395",-1,102197833,102196459,"12","PMCH"
"ENSG00000182324",1,48466980,48455574,"19","KCNJ14"
"ENSG00000163382",1,156594299,156591762,"1","NAXE"
"ENSG00000224472",1,31242737,31237108,"CHR_HSCHR6_MHC_MCF_CTG1","TCF19"
"ENSG00000206288",1,33133250,33129256,"CHR_HSCHR6_MHC_QBL_CTG1","SLC39A7"
"ENSG00000186834",1,45152101,45148502,"17","HEXIM1"
"ENSG00000179715",1,47236662,47079603,"12","PCED1B"
"ENSG00000197043",-1,151157785,151100706,"5","ANXA6"
"ENSG00000129595",-1,112419313,112142441,"5","EPB41L4A"
"ENSG00000168517",1,45170040,45160700,"17","HEXIM2"
"ENSG00000181790",1,142545009,142449430,"8","ADGRB1"
"ENSG00000157106",-1,18926454,18804853,"16","SMG1"
"ENSG00000160318",-1,51369003,51367098,"19","CLDND2"
"ENSG00000129007",-1,68206110,68190705,"15","CALML4"
"ENSG00000102890",1,67204029,67199111,"16","ELMO3"
"ENSG00000269403",-1,51368099,51350373,"19","AC008750.8"
"ENSG00000116199",1,179076567,179025804,"1","FAM20B"
"ENSG00000255071",-1,18248635,18231423,"11","SAA2-SAA4"
"ENSG00000123130",-1,23766475,23701055,"X","ACOT9"
"ENSG00000105379",-1,51366418,51345169,"19","ETFB"
"ENSG00000256660",1,10018796,10010627,"12","CLEC12B"
"ENSG00000105146",1,57235548,57230802,"19","AURKC"
"ENSG00000197818",1,49892242,49812713,"20","SLC9A8"
"ENSG00000100433",-1,88326907,88180103,"14","KCNK10"
"ENSG00000134339",-1,18248643,18239223,"11","SAA2"
"ENSG00000206289",-1,33129499,33122398,"CHR_HSCHR6_MHC_QBL_CTG1","RXRB"
"ENSG00000206559",1,28538122,28348721,"3","ZCWPW2"
"ENSG00000214285",1,127552639,127549369,"10","NPS"
"ENSG00000146955",1,140427974,140404058,"7","RAB19"
"ENSG00000186409",1,42657190,42463221,"1","CCDC30"
"ENSG00000253457",1,30646064,30638580,"8","SMIM18"
"ENSG00000148339",1,128109245,128068201,"9","SLC25A25"
"ENSG00000084628",-1,31239887,31179745,"1","NKAIN1"
"ENSG00000197265",-1,30658236,30578318,"8","GTF2E2"
"ENSG00000163631",1,73421482,73397114,"4","ALB"
"ENSG00000157800",-1,140404433,140293693,"7","SLC37A3"
"ENSG00000115232",1,181538940,181457202,"2","ITGA4"
"ENSG00000158480",-1,49915529,49903391,"20","SPATA2"
"ENSG00000112592",1,170572870,170554302,"6","TBP"
"ENSG00000172322",1,9995694,9951316,"12","CLEC12A"
"ENSG00000177303",-1,75515537,75500261,"17","CASKIN2"
"ENSG00000283563",1,29767537,28349178,"3","AC098650.1"
"ENSG00000123358",1,52059507,52022832,"12","NR4A1"
"ENSG00000137193",1,37175428,37170152,"6","PIM1"
"ENSG00000117115",-1,17119451,17066761,"1","PADI2"
"ENSG00000171119",1,5828324,5823802,"19","NRTN"
"ENSG00000163584",-1,170870208,170864875,"3","RPL22L1"
"ENSG00000278599",1,38138862,38127951,"17","TBC1D3E"
"ENSG00000148965",-1,18236802,18231355,"11","SAA4"
"ENSG00000198576",-1,142614479,142611049,"8","ARC"
"ENSG00000101198",-1,63272694,63240784,"20","NKAIN4"
"ENSG00000100678",-1,70189070,70044217,"14","SLC8A3"
"ENSG00000224659",1,49329384,49322057,"X","GAGE12J"
"ENSG00000126010",1,16153518,16123565,"X","GRPR"
"ENSG00000112539",-1,165309605,165279664,"6","C6orf118"
"ENSG00000184216",-1,154019902,154010506,"X","IRAK1"
"ENSG00000277753",1,195739354,195719644,"CHR_HSCHR3_5_CTG3","MUC20"
"ENSG00000182798",1,16171464,16167481,"X","MAGEB17"
"ENSG00000154001",-1,63543377,63371364,"14","PPP2R5E"
"ENSG00000056998",1,2882820,2828822,"X","GYG2"
"ENSG00000163577",-1,170908644,170888418,"3","EIF5A2"
"ENSG00000185880",1,44767829,44728988,"15","TRIM69"
"ENSG00000174123",-1,38782990,38772238,"4","TLR10"
"ENSG00000143643",-1,230978875,230906243,"1","TTC13"
"ENSG00000177728",1,75500452,75441159,"17","TMEM94"
"ENSG00000215274",1,49319844,49303669,"X","GAGE10"
"ENSG00000011600",-1,35908295,35904401,"19","TYROBP"
"ENSG00000158315",-1,38941830,38885807,"1","RHBDL2"
"ENSG00000165682",-1,10013424,9985642,"12","CLEC1B"
"ENSG00000156413",-1,5839722,5830408,"19","FUT6"
"ENSG00000182670",1,37203112,37073226,"21","TTC3"
"ENSG00000198870",1,133406096,133376366,"9","STKLD1"
"ENSG00000185811",1,50405101,50304068,"7","IKZF1"
"ENSG00000171478",1,48132613,48130657,"X","SPACA5B"
"ENSG00000105419",-1,47419527,47403124,"19","MEIS3"
"ENSG00000138381",1,189670831,189661385,"2","ASNSD1"
"ENSG00000116954",-1,38859772,38838198,"1","RRAGC"
"ENSG00000169375",-1,75455842,75369379,"15","SIN3A"
"ENSG00000163581",-1,171026743,170996347,"3","SLC2A2"
"ENSG00000277443",1,113863475,113857345,"6","MARCKS"
"ENSG00000160323",1,133459402,133414358,"9","ADAMTS13"
"ENSG00000072135",1,130375405,130356045,"2","PTPN18"
"ENSG00000286165",1,189667881,189661519,"2","AC012488.2"
"ENSG00000183207",1,49015970,48993562,"19","RUVBL2"
"ENSG00000286053",1,189666437,189661452,"2","ASDURF"
"ENSG00000131233",-1,38881587,38874069,"1","GJA9"
"ENSG00000126243",1,35946624,35935358,"19","LRFN3"
"ENSG00000167562",1,52587174,52555457,"19","ZNF701"
"ENSG00000274944",-1,38881617,38864501,"1","AL139260.3"
"ENSG00000131876",-1,101295282,101281510,"15","SNRPA1"
"ENSG00000196872",-1,98936259,98793846,"2","KIAA1211L"
"ENSG00000259753",1,47344292,47253897,"17","AC068234.1"
"ENSG00000171169",-1,128068206,128061233,"9","NAIF1"
"ENSG00000214114",-1,38873368,38862493,"1","MYCBP"
"ENSG00000275113",1,49345922,49341192,"X","GAGE2E"
"ENSG00000274274",1,49338952,49331616,"X","GAGE13"
"ENSG00000259207",1,47313735,47253846,"17","ITGB3"
"ENSG00000205138",1,35996315,35995199,"19","SDHAF1"
"ENSG00000114812",1,42537573,42489299,"3","VIPR1"
"ENSG00000236737",1,49529985,49529869,"X","GAGE12B"
"ENSG00000275932",1,37518136,37494470,"CHR_HSCHR17_7_CTG4","DUSP14"
"ENSG00000205927",1,33029196,33025935,"21","OLIG2"
"ENSG00000105429",1,42378769,42325609,"19","MEGF8"
"ENSG00000102128",1,102938300,102937272,"X","RAB40AL"
"ENSG00000198482",1,52564464,52527652,"19","ZNF808"
"ENSG00000095932",-1,3480525,3473986,"19","SMIM24"
"ENSG00000186766",1,127741183,127737185,"10","FOXI2"
"ENSG00000184221",1,33072413,33070141,"21","OLIG1"
"ENSG00000274611",-1,38192541,38181659,"17","TBC1D3"
"ENSG00000185947",1,31917357,31873807,"16","ZNF267"
"ENSG00000180745",-1,127892941,127877841,"10","CLRN3"
"ENSG00000278444",-1,54481158,54472957,"CHR_HSCHR19_4_CTG3_1","CDC42EP5"
"ENSG00000284638",-1,3483446,3482804,"19","AC005551.1"
"ENSG00000178852",1,47441312,47323290,"17","EFCAB13"
"ENSG00000143627",-1,155301438,155289293,"1","PKLR"
"ENSG00000146674",-1,45921874,45912245,"7","IGFBP3"
"ENSG00000133169",-1,103064171,103062651,"X","BEX1"
"ENSG00000205929",-1,32813743,32790673,"21","C21orf62"
"ENSG00000125676",-1,123733056,123600561,"X","THOC2"
"ENSG00000235068",-1,31249234,31242859,"CHR_HSCHR6_MHC_MCF_CTG1","POU5F1"
"ENSG00000138741",-1,121952060,121874481,"4","TRPC3"
"ENSG00000171433",1,48773648,48761747,"X","GLOD5"
"ENSG00000262418",1,198733963,198650158,"CHR_HSCHR1_3_CTG31","PTPRC"
"ENSG00000182253",1,99135593,99098217,"15","SYNM"
"ENSG00000144028",-1,96321271,96274338,"2","SNRNP200"
"ENSG00000124226",1,49953885,49936336,"20","RNF114"
"ENSG00000213088",1,159206500,159203307,"1","ACKR1"
"ENSG00000229202",1,30555943,30549106,"CHR_HSCHR6_MHC_SSTO_CTG1","PRR3"
"ENSG00000143630",1,155289848,155277463,"1","HCN3"
"ENSG00000167766",-1,52690496,52594060,"19","ZNF83"
"ENSG00000140398",1,75357115,75346955,"15","NEIL1"
"ENSG00000162706",1,159203313,159171609,"1","CADM3"
"ENSG00000183571",-1,99007792,98968229,"15","PGPEP1L"
"ENSG00000174125",-1,38856817,38790677,"4","TLR1"
"ENSG00000163520",1,13638422,13549125,"3","FBLN2"
"ENSG00000140443",1,98964530,98648539,"15","IGF1R"
"ENSG00000176444",-1,155278491,155262868,"1","CLK2"
"ENSG00000226882",-1,30549394,30533598,"CHR_HSCHR6_MHC_SSTO_CTG1","GNL1"
"ENSG00000235680",1,29828018,29823861,"CHR_HSCHR6_MHC_MANN_CTG1","HLA-G"
"ENSG00000066185",-1,42456253,42430329,"1","ZMYND12"
"ENSG00000174130",-1,38856817,38823715,"4","TLR6"
"ENSG00000047230",-1,16712936,16587999,"X","CTPS2"
"ENSG00000182247",1,23591794,23203020,"3","UBE2E2"
"ENSG00000163930",-1,52410008,52401008,"3","BAP1"
"ENSG00000243716",1,22536521,22479121,"16","NPIPB5"
"ENSG00000127125",1,42473385,42456117,"1","PPCS"
"ENSG00000160207",-1,43659488,43529186,"21","HSF2BP"
"ENSG00000128487",1,20319026,20009344,"17","SPECC1"
"ENSG00000285547",-1,72572843,72301691,"X","AL133500.1"
"ENSG00000146463",1,35422058,35268709,"1","ZMYM4"
"ENSG00000125931",-1,72307187,72301638,"X","CITED1"
"ENSG00000168314",1,39529479,39467198,"3","MOBP"
"ENSG00000167702",1,144474202,144466043,"8","KIFC2"
"ENSG00000243772",1,54753052,54738513,"19","KIR2DL3"
"ENSG00000136535",1,161425870,161416297,"2","TBR1"
"ENSG00000234289",1,43565648,43565182,"21","H2BS1"
"ENSG00000140400",-1,75368612,75355207,"15","MAN2C1"
"ENSG00000278845",1,38323217,38297023,"17","MRPL45"
"ENSG00000129932",-1,3500674,3490821,"19","DOHH"
"ENSG00000167633",1,54830778,54816468,"19","KIR3DL1"
"ENSG00000183287",-1,59697662,59430939,"18","CCBE1"
"ENSG00000170374",-1,53345315,53326575,"12","SP7"
"ENSG00000148300",-1,133418096,133406059,"9","REXO4"
"ENSG00000158483",1,71801237,71787510,"11","FAM86C1"
"ENSG00000110063",1,126350005,126304060,"11","DCPS"
"ENSG00000198034",-1,72277248,72255679,"X","RPS4X"
"ENSG00000162063",1,2458854,2429394,"16","CCNF"
"ENSG00000144290",1,161985282,161424332,"2","SLC4A10"
"ENSG00000154310",-1,171460408,171058414,"3","TNIK"
"ENSG00000160973",-1,144475849,144473412,"8","FOXH1"
"ENSG00000068400",-1,49002264,48973720,"X","GRIPAP1"
"ENSG00000234616",-1,142681968,142657460,"8","JRK"
"ENSG00000173705",-1,33218810,33150043,"3","SUSD5"
"ENSG00000174574",1,39006059,38991276,"1","AKIRIN1"
"ENSG00000186871",-1,72239027,72204657,"X","ERCC6L"
"ENSG00000155508",1,154876793,154857553,"5","CNOT8"
"ENSG00000162909",1,223776018,223701593,"1","CAPN2"
"ENSG00000287585",-1,149415495,149414886,"X","AC231656.1"
"ENSG00000150455",1,126298845,126283065,"11","TIRAP"
"ENSG00000170142",1,23891640,23805955,"3","UBE2E1"
"ENSG00000154518",-1,175184607,175176258,"2","ATP5MC3"
"ENSG00000286105",-1,37257637,37212181,"6","AL353579.1"
"ENSG00000165118",-1,83956986,83938311,"9","C9orf64"
"ENSG00000125498",1,54784322,54769793,"19","KIR2DL1"
"ENSG00000140743",-1,22437165,22345936,"16","CDR2"
"ENSG00000166342",-1,72868146,72742314,"18","NETO1"
"ENSG00000108849",-1,43942468,43940804,"17","PPY"
"ENSG00000229680",1,29588994,29587411,"CHR_HSCHR6_MHC_DBB_CTG1","OR2H2"
"ENSG00000169906",1,16654670,16650158,"X","S100G"
"ENSG00000172738",-1,37258155,37212178,"6","TMEM217"
"ENSG00000237112",-1,29633117,29555562,"CHR_HSCHR6_MHC_DBB_CTG1","GABBR1"
"ENSG00000137767",1,45691281,45631148,"15","SQOR"
"ENSG00000167653",1,142682725,142670308,"8","PSCA"
"ENSG00000277399",-1,38343847,38325530,"17","GPR179"
"ENSG00000104826",-1,49017090,49015980,"19","LHB"
"ENSG00000214534",-1,71821548,71814045,"11","ZNF705E"
"ENSG00000147099",-1,72573101,72329516,"X","HDAC8"
"ENSG00000172969",1,75667220,75664330,"3","FRG2C"
"ENSG00000121211",1,153415118,153344649,"4","MND1"
"ENSG00000157103",1,11039247,10992186,"3","SLC6A1"
"ENSG00000108309",1,44318670,44308413,"17","RUNDC3A"
"ENSG00000189013",1,54814517,54803535,"19","KIR2DL4"
"ENSG00000065491",1,37332970,37257772,"6","TBC1D22B"
"ENSG00000277335",1,54518644,54505847,"CHR_HSCHR19_4_CTG3_1","LAIR2"
"ENSG00000006756",-1,2929349,2903972,"X","ARSD"
"ENSG00000170835",1,133071863,133061978,"9","CEL"
"ENSG00000112759",1,44234142,44219553,"6","SLC29A1"
"ENSG00000235360",-1,31648178,31645706,"CHR_HSCHR6_MHC_COX_CTG1","C6orf47"
"ENSG00000123338",1,54548243,54497752,"12","NCKAP1L"
"ENSG00000101180",-1,62220278,62214960,"20","HRH3"
"ENSG00000198848",-1,55833337,55802851,"16","CES1"
"ENSG00000215547",1,31259632,31257664,"20","DEFB115"
"ENSG00000146386",1,139043302,139028745,"6","ABRACL"
"ENSG00000136718",1,130347967,130342877,"2","IMP4"
"ENSG00000203666",1,245127164,244969705,"1","EFCAB2"
"ENSG00000126752",1,48267444,48255317,"X","SSX1"
"ENSG00000182584",1,33668525,33666943,"20","ACTL10"
"ENSG00000146950",1,9949443,9786429,"X","SHROOM2"
"ENSG00000227500",1,1926013,1905372,"19","SCAMP4"
"ENSG00000149328",1,134378341,134331874,"11","GLB1L2"
"ENSG00000147206",-1,103093143,103075810,"X","NXF3"
"ENSG00000164134",1,139420033,139301505,"4","NAA15"
"ENSG00000125967",-1,33674463,33657087,"20","NECAB3"
"ENSG00000181392",-1,36008813,36003307,"19","SYNE4"
"ENSG00000165583",-1,48196763,48186220,"X","SSX5"
"ENSG00000186283",1,179098023,179082070,"1","TOR3A"
"ENSG00000164440",-1,139291998,139240061,"6","TXLNB"
"ENSG00000127663",1,5153598,4969113,"19","KDM4B"
"ENSG00000171490",-1,11851580,11833850,"16","RSL1D1"
"ENSG00000099889",-1,20016823,19969896,"22","ARVCF"
"ENSG00000239382",-1,36014239,36009120,"19","ALKBH6"
"ENSG00000131355",-1,14690027,14619117,"19","ADGRE3"
"ENSG00000104164",1,45615945,45587214,"15","BLOC1S6"
"ENSG00000274211",1,38405593,38351844,"17","SOCS7"
"ENSG00000138483",1,107378635,107377439,"3","CCDC54"
"ENSG00000101638",-1,46759257,46667821,"18","ST8SIA5"
"ENSG00000112406",1,139180802,139135080,"6","HECA"
"ENSG00000151458",-1,124712732,124664048,"4","ANKRD50"
"ENSG00000237671",1,49539538,49532211,"X","GAGE12C"
"ENSG00000148459",1,26746798,26697701,"10","PDSS1"
"ENSG00000242019",1,54736536,54724479,"19","KIR3DL3"
"ENSG00000097033",1,86748184,86704570,"1","SH3GLB1"
"ENSG00000054523",1,10381603,10210805,"1","KIF1B"
"ENSG00000227488",1,49549094,49541767,"X","GAGE12D"
"ENSG00000164442",-1,139374648,139371807,"6","CITED2"
"ENSG00000160838",1,156933094,156920632,"1","LRRC71"
"ENSG00000103226",1,16294811,16232528,"16","NOMO3"
"ENSG00000213638",1,1913447,1905399,"19","ADAT3"
"ENSG00000248771",1,164803795,164754064,"4","SMIM31"
"ENSG00000169340",-1,20404737,20359175,"16","PDILT"
"ENSG00000136754",-1,26861087,26746593,"10","ABI1"
"ENSG00000204524",1,57262728,57240632,"19","ZNF805"
"ENSG00000010318",1,52423641,52410660,"3","PHF7"
"ENSG00000109390",-1,139302551,139266880,"4","NDUFC1"
"ENSG00000180398",-1,46941855,46901870,"2","MCFD2"
"ENSG00000150337",1,149792518,149782671,"1","FCGR1A"
"ENSG00000163814",-1,45146422,45082277,"3","CDCP1"
"ENSG00000197714",1,57294069,57280051,"19","ZNF460"
"ENSG00000227124",-1,75785583,75678660,"3","ZNF717"
"ENSG00000234469",1,9968352,9967358,"X","CLDN34"
"ENSG00000133983",-1,70416984,70325081,"14","COX16"
"ENSG00000102145",1,48794311,48786562,"X","GATA1"
"ENSG00000184470",-1,19941820,19875517,"22","TXNRD2"
"ENSG00000197780",-1,109076003,109062486,"1","TAF13"
"ENSG00000123095",-1,26125037,26120030,"12","BHLHE41"
"ENSG00000136834",-1,122477926,122476958,"9","OR1J1"
"ENSG00000185860",-1,162868815,162824458,"1","CCDC190"
"ENSG00000127507",-1,14778560,14732392,"19","ADGRE2"
"ENSG00000198842",1,167129165,167094075,"1","DUSP27"
"ENSG00000171505",-1,122527296,122526358,"9","OR1N1"
"ENSG00000171631",1,73298617,73264505,"11","P2RY6"
"ENSG00000197756",1,216579180,216498825,"2","RPL37A"
"ENSG00000239590",1,122520082,122519141,"9","OR1J4"
"ENSG00000203814",-1,149812373,149782689,"1","H2BC18"
"ENSG00000171501",1,122554214,122553112,"9","OR1N2"
"ENSG00000185591",1,53416446,53380176,"12","SP1"
"ENSG00000215717",1,109096934,109090764,"1","TMEM167B"
"ENSG00000213463",-1,70417090,70366499,"14","SYNJ2BP"
"ENSG00000155636",1,178139011,178112424,"2","RBM45"
"ENSG00000165202",1,122615682,122614738,"9","OR1Q1"
"ENSG00000171496",-1,122583384,122567117,"9","OR1L8"
"ENSG00000137463",-1,139280225,139266165,"4","MGARP"
"ENSG00000258644",-1,70417074,70326064,"14","SYNJ2BP-COX16"
"ENSG00000197233",1,122511743,122510802,"9","OR1J2"
"ENSG00000120333",-1,175023425,175010789,"1","MRPS14"
"ENSG00000280094",-1,122629573,122628579,"9","OR1B1"
"ENSG00000123104",-1,26833194,26335352,"12","ITPR2"
"ENSG00000236362",1,49568218,49551278,"X","GAGE12F"
"ENSG00000147050",1,45112602,44873177,"X","KDM6A"
"ENSG00000120029",-1,102056193,101845599,"10","ARMH3"
"ENSG00000165023",-1,90642862,90609832,"9","DIRAS2"
"ENSG00000172007",1,139476609,139453232,"4","RAB33B"
"ENSG00000260170",1,45676314,45587351,"15","AC090527.3"
"ENSG00000172289",-1,59713845,59712916,"11","OR10V1"
"ENSG00000116161",1,175012027,174999163,"1","CACYBP"
"ENSG00000128283",1,37569405,37560480,"22","CDC42EP1"
"ENSG00000166900",1,59805882,59713456,"11","STX3"
"ENSG00000171124",-1,5851474,5842888,"19","FUT3"
"ENSG00000143167",-1,167166479,167052836,"1","GPA33"
"ENSG00000286135",1,122679494,122672850,"10","AL603764.2"
"ENSG00000183598",-1,149813681,149813271,"1","H3C13"
"ENSG00000182348",1,89338528,88759700,"7","ZNF804B"
"ENSG00000268655",-1,49020523,49017496,"19","AC008687.4"
"ENSG00000170271",-1,154859252,154818492,"5","FAXDC2"
"ENSG00000215269",1,49577754,49570434,"X","GAGE12G"
"ENSG00000183559",-1,122699846,122697709,"10","C10orf120"
"ENSG00000249992",-1,45226287,45224466,"3","TMEM158"
"ENSG00000164645",-1,88795737,88794106,"7","TEX47"
"ENSG00000270882",1,149839767,149832659,"1","H4C14"
"ENSG00000108947",1,7711372,7705202,"17","EFNB3"
"ENSG00000203811",-1,149841193,149839538,"1","H3C14"
"ENSG00000205777",1,49608536,49589496,"X","GAGE1"
"ENSG00000160208",1,43696079,43659560,"21","RRP1B"
"ENSG00000160886",1,142705127,142700111,"8","LY6K"
"ENSG00000135845",-1,172444086,172370189,"1","PIGC"
"ENSG00000104827",-1,49024333,49022869,"19","CGB3"
"ENSG00000033867",-1,27484420,27372721,"3","SLC4A7"
"ENSG00000198860",1,184123978,184051651,"1","TSEN15"
"ENSG00000203812",-1,149842736,149842188,"1","H2AC18"
"ENSG00000151491",-1,15882329,15620134,"12","EPS8"
"ENSG00000143933",-1,47176921,47160083,"2","CALM2"
"ENSG00000168903",1,181006727,180988846,"5","BTNL3"
"ENSG00000104818",1,49033238,49031912,"19","CGB2"
"ENSG00000204394",-1,31795752,31777518,"6","VARS1"
"ENSG00000272196",1,149851624,149851061,"1","H2AC19"
"ENSG00000189064",1,49596827,49589529,"X","GAGE2A"
"ENSG00000267740",-1,5903787,5866171,"19","AC024592.3"
"ENSG00000267335",-1,49036895,49022953,"19","AC008687.1"
"ENSG00000197959",1,172418466,171841498,"1","DNM3"
"ENSG00000224902",1,49587301,49579983,"X","GAGE12H"
"ENSG00000166189",1,102068036,102065349,"10","HPS6"
"ENSG00000198589",-1,151015727,150264435,"4","LRBA"
"ENSG00000173409",1,231000733,230978981,"1","ARV1"
"ENSG00000267631",-1,49036895,49035610,"19","CGB1"
"ENSG00000270276",-1,149861210,149854045,"1","H4C15"
"ENSG00000241489",-1,149540926,149477104,"X","AC244197.3"
"ENSG00000131096",-1,44004469,43952738,"17","PYY"
"ENSG00000123096",1,26299290,26121991,"12","SSPN"
"ENSG00000174886",-1,5904006,5891276,"19","NDUFA11"
"ENSG00000216649",1,49558649,49551333,"X","GAGE12E"
"ENSG00000203852",1,149854274,149852619,"1","H3C15"
"ENSG00000196166",-1,38560939,38510834,"8","C8orf86"
"ENSG00000079785",1,15631111,15591178,"2","DDX1"
"ENSG00000184678",-1,149886652,149884459,"1","H2BC21"
"ENSG00000183549",1,20441336,20409534,"16","ACSM5"
"ENSG00000149609",1,33665619,33662327,"20","C20orf144"
"ENSG00000197620",1,149550510,149540355,"X","CXorf40A"
"ENSG00000161653",1,44009068,44004622,"17","NAGS"
"ENSG00000184260",1,149887364,149886975,"1","H2AC20"
"ENSG00000130383",-1,5870540,5865826,"19","FUT5"
"ENSG00000164647",1,90164829,90154456,"7","STEAP1"
"ENSG00000178096",1,149900798,149887890,"1","BOLA1"
"ENSG00000196159",1,125492932,125316399,"4","FAT4"
"ENSG00000184270",-1,149888013,149887484,"1","H2AC21"
"ENSG00000273326",-1,10802627,10801532,"CHR_HSCHR12_2_CTG2","TAS2R7"
"ENSG00000276146",-1,54281689,54274195,"CHR_HSCHR19LRC_COX1_CTG3_1","LILRB2"
"ENSG00000272712",-1,10807293,10806051,"CHR_HSCHR12_2_CTG2","TAS2R8"
"ENSG00000189052",1,49045311,49043848,"19","CGB5"
"ENSG00000112541",-1,165988078,165327287,"6","PDE10A"
"ENSG00000273086",-1,10810168,10809137,"CHR_HSCHR12_2_CTG2","TAS2R9"
"ENSG00000157214",1,90238137,90167590,"7","STEAP2"
"ENSG00000178372",-1,5499570,5498697,"10","CALML5"
"ENSG00000224120",1,30731566,30725496,"CHR_HSCHR6_MHC_MCF_CTG1","C6orf136"
"ENSG00000133265",-1,55280381,55262223,"19","HSPBP1"
"ENSG00000104687",-1,30727846,30678066,"8","GSR"
"ENSG00000138696",1,95158448,94757955,"4","BMPR1B"
"ENSG00000213030",-1,49049106,49047638,"19","CGB8"
"ENSG00000237333",1,31755602,31730753,"CHR_HSCHR6_MHC_SSTO_CTG1","MSH5"
"ENSG00000127314",1,68671901,68610855,"12","RAP1B"
"ENSG00000053372",1,19260128,19251805,"1","MRTO4"
"ENSG00000179902",-1,109113857,109105951,"1","C1orf194"
"ENSG00000133816",1,12359144,12094008,"11","MICAL2"
"ENSG00000168653",1,39034636,39026318,"1","NDUFS5"
"ENSG00000103342",-1,11916082,11868128,"16","GSPT1"
"ENSG00000184640",1,77500596,77280569,"17","SEPTIN9"
"ENSG00000165935",1,27502185,27466810,"12","SMCO2"
"ENSG00000138039",-1,48755730,48686774,"2","LHCGR"
"ENSG00000228907",1,32220181,32217742,"CHR_HSCHR6_MHC_MANN_CTG1","RNF5"
"ENSG00000130193",1,142736927,142727223,"8","THEM6"
"ENSG00000178363",1,5526771,5524961,"10","CALML3"
"ENSG00000196337",-1,49058860,49054275,"19","CGB7"
"ENSG00000231377",-1,30751521,30731576,"CHR_HSCHR6_MHC_MCF_CTG1","DHX16"
"ENSG00000179151",-1,74696292,74630558,"15","EDC3"
"ENSG00000225950",-1,49065054,49061066,"19","NTF4"
"ENSG00000116299",1,109206781,109113679,"1","KIAA1324"
"ENSG00000182118",-1,231040254,231018958,"1","FAM89A"
"ENSG00000100079",-1,37582616,37570248,"22","LGALS2"
"ENSG00000283663",-1,49065076,49055793,"19","AC008687.8"
"ENSG00000136811",1,128501292,128455186,"9","ODF2"
"ENSG00000068724",1,47076137,46916157,"2","TTC7A"
"ENSG00000135409",1,53431672,53423855,"12","AMHR2"
"ENSG00000047644",1,10144478,10015562,"X","WWC3"
"ENSG00000126233",-1,142742406,142740949,"8","SLURP1"
"ENSG00000231968",-1,29559875,29555562,"CHR_HSCHR6_MHC_DBB_CTG1","UBD"
"ENSG00000081277",1,201332993,201283452,"1","PKP1"
"ENSG00000115457",1,216664436,216632828,"2","IGFBP2"
"ENSG00000276725",-1,243255321,243124428,"CHR_HSCHR1_3_CTG32_1","CEP170"
"ENSG00000010404",-1,149521096,149476988,"X","IDS"
"ENSG00000142623",1,17246007,17205128,"1","PADI1"
"ENSG00000279956",-1,48755724,48632291,"2","AC073082.1"
"ENSG00000124216",1,49988886,49982980,"20","SNAI1"
"ENSG00000160961",1,14733746,14689801,"19","ZNF333"
"ENSG00000243244",1,48598513,48529383,"2","STON1"
"ENSG00000197353",-1,142752532,142750150,"8","LYPD2"
"ENSG00000275918",1,54553413,54540656,"CHR_HSCHR19_4_CTG3_1","KIR3DX1"
"ENSG00000116667",1,184629019,184387029,"1","C1orf21"
"ENSG00000134291",1,47968878,47963569,"12","TMEM106C"
"ENSG00000068781",1,48776517,48529925,"2","STON1-GTF2A1L"
"ENSG00000180155",-1,142777810,142771197,"8","LYNX1"
"ENSG00000137251",1,54390142,54307859,"6","TINAG"
"ENSG00000198604",-1,34875647,34752731,"14","BAZ1A"
"ENSG00000255419",1,31755608,31748922,"CHR_HSCHR6_MHC_SSTO_CTG1","MSH5-SAPCD1"
"ENSG00000180999",1,172468831,172420685,"1","C1orf105"
"ENSG00000099282",1,69507666,69451465,"10","TSPAN15"
"ENSG00000179335",1,74645414,74598500,"15","CLK3"
"ENSG00000068323",-1,49043410,49028726,"X","TFE3"
"ENSG00000104321",-1,72075584,72019917,"8","TRPA1"
"ENSG00000283992",-1,142769828,142764338,"8","SLURP2"
"ENSG00000237918",1,31755608,31753556,"CHR_HSCHR6_MHC_SSTO_CTG1","SAPCD1"
"ENSG00000167613",-1,54370558,54351384,"19","LAIR1"
"ENSG00000262628",-1,3063607,3062669,"17","OR1D5"
"ENSG00000284505",-1,142778224,142764334,"8","LYNX1-SLURP2"
"ENSG00000145721",-1,97142753,97091867,"5","LIX1"
